"","end_step","forecast_MSE","persistence_MSE","percent_improvement","start_step","forecast_horizon","method"
"1029",14,0.0153931878712409,0.0182438238508584,15.625211046331,5,45,"rigid"
"1030",15,0.017585001419527,0.0201483662653802,12.7224451456278,5,50,"rigid"
"1031",51,0.0100340955654202,0.00847629381848484,-18.3783358658258,50,5,"rigid"
"1032",52,0.0313586579191058,0.0407004777668914,22.9526048841247,50,10,"rigid"
"1033",53,0.0488677519102075,0.069970426607486,30.1594198012519,50,15,"rigid"
"1034",54,0.0583166572851479,0.0909553650270596,35.8843128519154,50,20,"rigid"
"1035",55,0.062271494722227,0.0968040949769022,35.6726647389399,50,25,"rigid"
"1036",56,0.0651211083298562,0.107396701290635,39.3639585319978,50,30,"rigid"
"1037",57,0.0698178388515997,0.116178379216183,39.9046196696515,50,35,"rigid"
"1038",58,0.074007337441966,0.125082372766184,40.8331199630281,50,40,"rigid"
"1039",59,0.0801160165650597,0.134690788194212,40.5185628214308,50,45,"rigid"
"1040",60,0.0919246960489958,0.149145430412204,38.3657308206246,50,50,"rigid"
"1041",52,0.0218008282805298,0.0269803788397516,19.1974715773469,51,5,"rigid"
"1042",53,0.0395595356293316,0.0579852452603104,31.7765485827665,51,10,"rigid"
"1043",54,0.0518085732412035,0.0806030813053878,35.723830401828,51,15,"rigid"
"1044",55,0.0529341414755824,0.0864487025052783,38.76814811379,51,20,"rigid"
"1045",56,0.0577576075662569,0.0986324376694838,41.4415693954539,51,25,"rigid"
"1046",57,0.0616580620489409,0.108992063146466,43.4288513594946,51,30,"rigid"
"1047",58,0.0663026666861999,0.119259167922867,44.4045536783532,51,35,"rigid"
"1048",59,0.0713868395236592,0.129622590818653,44.9271619454574,51,40,"rigid"
"1049",60,0.0834689780333485,0.144812764322108,42.3607591332987,51,45,"rigid"
"1050",61,0.0930522725837654,0.156449928921418,40.5226494986112,51,50,"rigid"
"1051",53,0.0163600399746195,0.0215181189196116,23.9708636440848,52,5,"rigid"
"1052",54,0.0292630793512793,0.0468546961764421,37.5450451304123,52,10,"rigid"
"1053",55,0.0352044088562575,0.0540512761176672,34.8684963892082,52,15,"rigid"
"1054",56,0.0419164238537023,0.0703825638846046,40.444875065327,52,20,"rigid"
"1055",57,0.052094952490665,0.0864225433508493,39.7206440926238,52,25,"rigid"
"1056",58,0.0597465916146034,0.101809397044671,41.3152485439155,52,30,"rigid"
"1057",59,0.0682305089643253,0.115159334960749,40.7512131017596,52,35,"rigid"
"1058",60,0.082074602880023,0.133509564755949,38.5253011422419,52,40,"rigid"
"1059",61,0.092529978939975,0.148681243102936,37.7662057372536,52,45,"rigid"
"1060",62,0.0974628439538045,0.15503836546489,37.136305803046,52,50,"rigid"
"1061",54,0.0167320955686065,0.016284763308204,-2.74693744045442,53,5,"rigid"
"1062",55,0.028829338055431,0.0234342508077097,-23.0222305461812,53,10,"rigid"
"1063",56,0.0401682286510145,0.0402808648209222,0.279626990156243,53,15,"rigid"
"1064",57,0.0526942553052701,0.060183839464416,12.4445103964731,53,20,"rigid"
"1065",58,0.062465898584877,0.0796411308548986,21.5657815071886,53,25,"rigid"
"1066",59,0.0712490465373089,0.0965997388492863,26.2430236499182,53,30,"rigid"
"1067",60,0.0863389579993184,0.118991814979555,27.4412630699402,53,35,"rigid"
"1068",61,0.0931227305699356,0.137770089554679,32.407149570026,53,40,"rigid"
"1069",62,0.0955574841670195,0.144336134379116,33.7951757000597,53,45,"rigid"
"1070",63,0.0965302756858094,0.148341585480276,34.9270298188608,53,50,"rigid"
"1071",55,0.0104541922230339,0.0044868162260351,-132.99800340323,54,5,"rigid"
"1072",56,0.0154534317724008,0.0143680476061293,-7.55415207427661,54,10,"rigid"
"1073",57,0.0268158019249197,0.0344266061386278,22.1073322855619,54,15,"rigid"
"1074",58,0.0363016849019784,0.056476136362745,35.7220815021526,54,20,"rigid"
"1075",59,0.0476615514338474,0.0771599782268531,38.2302165849234,54,25,"rigid"
"1076",60,0.0643235865944085,0.103086408240311,37.6022623230212,54,30,"rigid"
"1077",61,0.0770621204417929,0.127379967940863,39.5021668732327,54,35,"rigid"
"1078",62,0.0808602471176318,0.135156683995366,40.1729572468615,54,40,"rigid"
"1079",63,0.082965796787996,0.140126217635366,40.792095734798,54,45,"rigid"
"1080",64,0.0899049332918996,0.152270011178983,40.9569011023304,54,50,"rigid"
"1081",56,0.011139092574972,0.00986594513107601,-12.9044650763947,55,5,"rigid"
"1082",57,0.0222697217259911,0.0275877623737959,19.276810405095,55,10,"rigid"
"1083",58,0.0344420587559485,0.0493020176036445,30.1406708487271,55,15,"rigid"
"1084",59,0.0437988004511064,0.0704135394580318,37.7977576639056,55,20,"rigid"
"1085",60,0.0613177055212155,0.0979407020297871,37.3930304251172,55,25,"rigid"
"1086",61,0.0721316152910731,0.123096575497951,41.4024191986774,55,30,"rigid"
"1087",62,0.0750227946526004,0.130874125302644,42.6756094995008,55,35,"rigid"
"1088",63,0.076130926554207,0.136555171456957,44.2489612499195,55,40,"rigid"
"1089",64,0.0819196176100226,0.148842590024704,44.9622466281822,55,45,"rigid"
"1090",65,0.0994667749861859,0.174671398663974,43.0549158322501,55,50,"rigid"
"1091",57,0.0117066456507815,0.0118308808582825,1.0500926261463,56,5,"rigid"
"1092",58,0.0239169502832725,0.0329723248767128,27.46356111466,56,10,"rigid"
"1093",59,0.037168900257817,0.0550126568113214,32.4357294989474,56,15,"rigid"
"1094",60,0.0553402399286756,0.084212271917277,34.2848272956735,56,20,"rigid"
"1095",61,0.0711810257470311,0.113321505630882,37.1866572450187,56,25,"rigid"
"1096",62,0.0758411375967249,0.122817909198951,38.2491217352748,56,30,"rigid"
"1097",63,0.076860296995115,0.128495434103712,40.1844139200472,56,35,"rigid"
"1098",64,0.0846899128822661,0.141902500171974,40.3182376775397,56,40,"rigid"
"1099",65,0.10314599116942,0.169238006331093,39.0527025190621,56,45,"rigid"
"1100",66,0.108975025861045,0.176371696180168,38.2128605546073,56,50,"rigid"
"1101",58,0.010871495991047,0.0125259113873807,13.2079442778148,57,5,"rigid"
"1102",59,0.0217389257998139,0.0331441771233473,34.411025746961,57,10,"rigid"
"1103",60,0.0420520511495304,0.0633590410613629,33.6289652666883,57,15,"rigid"
"1104",61,0.0590529546914356,0.0958143174724527,38.3672959853691,57,20,"rigid"
"1105",62,0.0640308608533214,0.107193609858798,40.2661586472673,57,25,"rigid"
"1106",63,0.0659057438497727,0.113367059789604,41.8651732063212,57,30,"rigid"
"1107",64,0.0734836678547775,0.128273715920027,42.7133865050021,57,35,"rigid"
"1108",65,0.0957327293563735,0.159643862087647,40.0335671509783,57,40,"rigid"
"1109",66,0.100682775127606,0.167681095648634,39.95579839329,57,45,"rigid"
"1110",67,0.104680547669241,0.174136965485189,39.8860848541979,57,50,"rigid"
"1111",59,0.0110422878510732,0.0128596481480408,14.1322707747999,58,5,"rigid"
"1112",60,0.0307347510136944,0.0429190709321974,28.3890579499065,58,10,"rigid"
"1113",61,0.0513325844448688,0.0782011512597166,34.3582752709275,58,15,"rigid"
"1114",62,0.0577271962390916,0.0912825911966297,36.759906262145,58,20,"rigid"
"1115",63,0.0602514061428043,0.0979378249147927,38.4799425602683,58,25,"rigid"
"1116",64,0.0697472912707091,0.11446610739243,39.0672987318502,58,30,"rigid"
"1117",65,0.094232588281955,0.150204849971684,37.2639509977744,58,35,"rigid"
"1118",66,0.102308782142434,0.160311213436308,36.1811441948313,58,40,"rigid"
"1119",67,0.105178091955044,0.166843518243838,36.9600371281255,58,45,"rigid"
"1120",68,0.109194548809691,0.171663536723592,36.3903651912328,58,50,"rigid"
"1121",60,0.0180276316213893,0.0218175739124782,17.3710528324203,59,5,"rigid"
"1122",61,0.0379674009502344,0.0571467906015678,33.561621657905,59,10,"rigid"
"1123",62,0.0447490328417049,0.0714267731032254,37.3497767048303,59,15,"rigid"
"1124",63,0.0474213142166586,0.0785777506109993,39.6504559523233,59,20,"rigid"
"1125",64,0.0575313999640593,0.0965557331548746,40.4163812087891,59,25,"rigid"
"1126",65,0.0861124263483384,0.13716991964713,37.2220771362534,59,30,"rigid"
"1127",66,0.0948201534733705,0.149792105567521,36.6988312807785,59,35,"rigid"
"1128",67,0.0995069457795611,0.156716465343363,36.5051109584797,59,40,"rigid"
"1129",68,0.102889534136072,0.163264080028465,36.9796870700935,59,45,"rigid"
"1130",69,NA,NA,NA,59,50,"rigid"
"1131",7,0.00178378523661736,0.00192062492156683,7.12474796160808,6,5,"rigid"
"1132",8,0.00424185297219081,0.00512074729339181,17.1633996142554,6,10,"rigid"
"1133",9,0.00714656299411849,0.00850958026588659,16.0174442120512,6,15,"rigid"
"1134",10,0.00897668192739693,0.0105921533545346,15.2515864627853,6,20,"rigid"
"1135",11,0.0111082659445075,0.0123385007938257,9.97069960018016,6,25,"rigid"
"1136",12,0.0117967809082597,0.0134523538280792,12.3069385549746,6,30,"rigid"
"1137",13,0.012496658034271,0.0146219938189609,14.5351982158131,6,35,"rigid"
"1138",14,0.015040670055212,0.0173688401012921,13.4042920108802,6,40,"rigid"
"1139",15,0.0172104481636171,0.0194044087682467,11.3065058092358,6,45,"rigid"
"1140",16,0.0185337622887092,0.0204319207274813,9.29016152758973,6,50,"rigid"
"1141",61,0.0207203093103519,0.0252891902615364,18.0665371407068,60,5,"rigid"
"1142",62,0.0307089884454191,0.0398488215712605,22.9362695443752,60,10,"rigid"
"1143",63,0.0373220125031103,0.0465310565845087,19.7911776722136,60,15,"rigid"
"1144",64,0.0499683262530285,0.0659087379700609,24.185581772592,60,20,"rigid"
"1145",65,0.0793955269642267,0.112243226101297,29.2647496673218,60,25,"rigid"
"1146",66,0.089001791258655,0.12926909841211,31.1499868476556,60,30,"rigid"
"1147",67,0.0936155625718287,0.136883939397238,31.6095350674007,60,35,"rigid"
"1148",68,0.0996062110708102,0.147214232780019,32.3392791649086,60,40,"rigid"
"1149",69,NA,NA,NA,60,45,"rigid"
"1150",70,NA,NA,NA,60,50,"rigid"
"1151",62,0.00964306308336583,0.00910658004307071,-5.89115823676686,61,5,"rigid"
"1152",63,0.018413904359329,0.0130621700115988,-40.971250129021,61,10,"rigid"
"1153",64,0.0326639694928603,0.0314885976228048,-3.73269043015186,61,15,"rigid"
"1154",65,0.0623865330616255,0.0794441234415963,21.4711795423242,61,20,"rigid"
"1155",66,0.0743814055680156,0.0998981833856608,25.5427846161493,61,25,"rigid"
"1156",67,0.0810537223063459,0.109370411997991,25.8906309067988,61,30,"rigid"
"1157",68,0.0884405490232198,0.123203175482865,28.2156903208067,61,35,"rigid"
"1158",69,NA,NA,NA,61,40,"rigid"
"1159",70,NA,NA,NA,61,45,"rigid"
"1160",71,NA,NA,NA,61,50,"rigid"
"1161",63,0.0100557248152207,0.00395085496836812,-154.52022146422,62,5,"rigid"
"1162",64,0.0187803314589167,0.0184221225037097,-1.94444996842718,62,10,"rigid"
"1163",65,0.0499697614453745,0.0661282984603278,24.4351319951886,62,15,"rigid"
"1164",66,0.061453967250332,0.0876522796495929,29.8889116221435,62,20,"rigid"
"1165",67,0.0693927974049853,0.0981498720421081,29.2991463348882,62,25,"rigid"
"1166",68,0.0760516673593647,0.112585243081249,32.4497018632533,62,30,"rigid"
"1167",69,NA,NA,NA,62,35,"rigid"
"1168",70,NA,NA,NA,62,40,"rigid"
"1169",71,NA,NA,NA,62,45,"rigid"
"1170",72,NA,NA,NA,62,50,"rigid"
"1171",8,0.00258594892785694,0.00228356610848399,-13.2416932555412,7,5,"rigid"
"1172",9,0.00569946512925451,0.00649662032789319,12.270306073084,7,10,"rigid"
"1173",10,0.00774841775569512,0.00924195841440909,16.1604347449281,7,15,"rigid"
"1174",11,0.00990285605064626,0.0113682670981615,12.8903643348796,7,20,"rigid"
"1175",12,0.0113716076553307,0.0135737576205485,16.2235839682598,7,25,"rigid"
"1176",13,0.0122750045635093,0.0147556475932382,16.8114819363513,7,30,"rigid"
"1177",14,0.0148368865610556,0.0175668426180506,15.5403911582257,7,35,"rigid"
"1178",15,0.0169992696104095,0.0196705238043792,13.5799850605657,7,40,"rigid"
"1179",16,0.0182997342994617,0.0206975645182818,11.5850839199083,7,45,"rigid"
"1180",17,0.0201648929162566,0.0222771569785719,9.48174879023844,7,50,"rigid"
"1181",9,0.00318312240404359,0.00292695178054069,-8.75212995328484,8,5,"rigid"
"1182",10,0.00543076202242435,0.00626983607868312,13.3827112181058,8,10,"rigid"
"1183",11,0.00724776607507023,0.00849128097792672,14.6446090535578,8,15,"rigid"
"1184",12,0.00918781228355968,0.0123626101945129,25.680643982145,8,20,"rigid"
"1185",13,0.010494172521577,0.0143528888967478,26.8845972607313,8,25,"rigid"
"1186",14,0.0134131783130746,0.0178094114063097,24.6848870686292,8,30,"rigid"
"1187",15,0.0157305812062603,0.0202733800735089,22.4077033567019,8,35,"rigid"
"1188",16,0.0172387360905196,0.0214114682765375,19.4883047352257,8,40,"rigid"
"1189",17,0.0190602107395733,0.0228790444822112,16.6914039858921,8,45,"rigid"
"1190",18,0.0204513940922078,0.0242108869795745,15.5281088649845,8,50,"rigid"
"1191",10,0.00314904392751164,0.00262134554251107,-20.1308212306517,9,5,"rigid"
"1192",11,0.00536400014851447,0.00506370795234471,-5.93028268999431,9,10,"rigid"
"1193",12,0.007962495367606,0.0110937108290695,28.2251404395597,9,15,"rigid"
"1194",13,0.00952125128146123,0.0140943807689246,32.4464732607923,9,20,"rigid"
"1195",14,0.0122127028447488,0.0179450020251567,31.9437087405835,9,25,"rigid"
"1196",15,0.0144529552185168,0.0208477406594581,30.673757628696,9,30,"rigid"
"1197",16,0.0158659909979646,0.0222624101077578,28.7319256038871,9,35,"rigid"
"1198",17,0.0175739192423388,0.0239010038223259,26.4720453878048,9,40,"rigid"
"1199",18,0.0187754625834171,0.0250292663202125,24.9859650570143,9,45,"rigid"
"1200",19,0.0210987183808207,0.0269067963456849,21.5859141692119,9,50,"rigid"
"1201",3,0.004487876,0.001141171,-293.269503,2,5,"warping"
"1202",4,0.010854639,0.003273834,-231.5574298,2,10,"warping"
"1203",5,0.019501615,0.005157753,-278.1029238,2,15,"warping"
"1204",6,0.027340774,0.005818447,-369.8981605,2,20,"warping"
"1205",7,0.034892311,0.007494182,-365.5920146,2,25,"warping"
"1206",8,0.041140592,0.009985034,-312.0225479,2,30,"warping"
"1207",9,0.046115686,0.01219914,-278.02409,2,35,"warping"
"1208",10,0.050113183,0.013677059,-266.4032101,2,40,"warping"
"1209",11,0.051140195,0.01478921,-245.793955,2,45,"warping"
"1210",12,0.052426201,0.015359149,-241.3353134,2,50,"warping"
"1211",4,0.001524907,0.001787318,14.68184885,3,5,"warping"
"1212",5,0.004448308,0.004469799,0.480803696,3,10,"warping"
"1213",6,0.007635709,0.006014399,-26.95714943,3,15,"warping"
"1214",7,0.011742979,0.008030867,-46.22305216,3,20,"warping"
"1215",8,0.015182675,0.010520956,-44.30889749,3,25,"warping"
"1216",9,0.018241782,0.012822253,-42.26659453,3,30,"warping"
"1217",10,0.020557021,0.014168462,-45.0899949,3,35,"warping"
"1218",11,0.020612973,0.014892473,-38.41201784,3,40,"warping"
"1219",12,0.021344624,0.015632203,-36.5426493,3,45,"warping"
"1220",13,0.02239526,0.016235823,-37.93733092,3,50,"warping"
"1221",5,0.002094946,0.002165429,3.254912574,4,5,"warping"
"1222",6,0.004437427,0.004503703,1.471584117,4,10,"warping"
"1223",7,0.008557787,0.00708066,-20.86143114,4,15,"warping"
"1224",8,0.014754234,0.009572218,-54.13600312,4,20,"warping"
"1225",9,0.021946532,0.011990007,-83.04019582,4,25,"warping"
"1226",10,0.027906076,0.013355774,-108.9439117,4,30,"warping"
"1227",11,0.033656836,0.01432691,-134.9204065,4,35,"warping"
"1228",12,0.037742749,0.015080229,-150.279676,4,40,"warping"
"1229",13,0.041590716,0.015842801,-162.5212326,4,45,"warping"
"1230",14,0.046339259,0.018160258,-155.1685041,4,50,"warping"
"1231",6,0.001994319,0.001891049,-5.461019466,5,5,"warping"
"1232",7,0.005164212,0.004881061,-5.80100124,5,10,"warping"
"1233",8,0.009339981,0.007881638,-18.50303233,5,15,"warping"
"1234",9,0.013370048,0.010785149,-23.96721117,5,20,"warping"
"1235",10,0.01596791,0.012529843,-27.43902017,5,25,"warping"
"1236",11,0.018391029,0.013713426,-34.10966344,5,30,"warping"
"1237",12,0.018370188,0.014657703,-25.32788088,5,35,"warping"
"1238",13,0.019156365,0.015663926,-22.29606457,5,40,"warping"
"1239",14,0.021822924,0.018243824,-19.61814556,5,45,"warping"
"1240",15,0.024611984,0.020148366,-22.15374296,5,50,"warping"
"1241",7,0.001860581,0.001920625,3.126284477,6,5,"warping"
"1242",8,0.005220714,0.005120747,-1.952196722,6,10,"warping"
"1243",9,0.00895636,0.00850958,-5.250310777,6,15,"warping"
"1244",10,0.011269491,0.010592153,-6.394709361,6,20,"warping"
"1245",11,0.013226464,0.012338501,-7.196684395,6,25,"warping"
"1246",12,0.013559006,0.013452354,-0.792813422,6,30,"warping"
"1247",13,0.014183384,0.014621994,2.999660347,6,35,"warping"
"1248",14,0.016620829,0.01736884,4.306628505,6,40,"warping"
"1249",15,0.018993767,0.019404409,2.116227375,6,45,"warping"
"1250",16,0.020391842,0.020431921,0.196156491,6,50,"warping"
"1251",8,0.002512245,0.002283566,-10.01412722,7,5,"warping"
"1252",9,0.006150606,0.00649662,5.326068096,7,10,"warping"
"1253",10,0.009358962,0.009241958,-1.266005987,7,15,"warping"
"1254",11,0.011355022,0.011368267,0.116508702,7,20,"warping"
"1255",12,0.012989898,0.013573758,4.301385617,7,25,"warping"
"1256",13,0.014125526,0.014755648,4.270376246,7,30,"warping"
"1257",14,0.017207248,0.017566843,2.047008472,7,35,"warping"
"1258",15,0.020316624,0.019670524,-3.284611189,7,40,"warping"
"1259",16,0.022398216,0.020697565,-8.216675033,7,45,"warping"
"1260",17,0.024428406,0.022277157,-9.656749257,7,50,"warping"
"1261",9,0.002715965,0.002926952,7.208402908,8,5,"warping"
"1262",10,0.0063262,0.006269836,-0.89896356,8,10,"warping"
"1263",11,0.009007657,0.008491281,-6.081254196,8,15,"warping"
"1264",12,0.011995552,0.01236261,2.969099907,8,20,"warping"
"1265",13,0.014388039,0.014352889,-0.244897252,8,25,"warping"
"1266",14,0.018110222,0.017809411,-1.689054606,8,30,"warping"
"1267",15,0.021119701,0.02027338,-4.174543462,8,35,"warping"
"1268",16,0.023691627,0.021411468,-10.64923951,8,40,"warping"
"1269",17,0.026495274,0.022879044,-15.80585801,8,45,"warping"
"1270",18,0.028644518,0.024210887,-18.31254939,8,50,"warping"
"1271",10,0.002543432,0.002621346,2.972287417,9,5,"warping"
"1272",11,0.006116454,0.005063708,-20.79001461,9,10,"warping"
"1273",12,0.008865959,0.011093711,20.08121529,9,15,"warping"
"1274",13,0.012218993,0.014094381,13.30592431,9,20,"warping"
"1275",14,0.016078606,0.017945002,10.40064683,9,25,"warping"
"1276",15,0.019170808,0.020847741,8.043713783,9,30,"warping"
"1277",16,0.020515838,0.02226241,7.845386782,9,35,"warping"
"1278",17,0.02173,0.023901004,9.083317185,9,40,"warping"
"1279",18,0.022936235,0.025029266,8.362336543,9,45,"warping"
"1280",19,0.024564771,0.026906796,8.704213632,9,50,"warping"
"1281",11,0.003467533,0.001960966,-76.82780336,10,5,"warping"
"1282",12,0.005759453,0.00888808,35.20025582,10,10,"warping"
"1283",13,0.00883175,0.012652119,30.19548563,10,15,"warping"
"1284",14,0.012884692,0.016926911,23.88043052,10,20,"warping"
"1285",15,0.016486883,0.020210885,18.4257241,10,25,"warping"
"1286",16,0.018645979,0.022028485,15.35514275,10,30,"warping"
"1287",17,0.021207321,0.024227412,12.46559303,10,35,"warping"
"1288",18,0.022985491,0.025634203,10.33272847,10,40,"warping"
"1289",19,0.026141623,0.027670218,5.524332731,10,45,"warping"
"1290",20,0.026372087,0.027800324,5.137484,10,50,"warping"
"1291",12,0.006649598,0.006352863,-4.670885046,11,5,"warping"
"1292",13,0.010009426,0.010275567,2.590031363,11,10,"warping"
"1293",14,0.014138837,0.014802452,4.483138634,11,15,"warping"
"1294",15,0.017798596,0.01818465,2.122969467,11,20,"warping"
"1295",16,0.020435307,0.020239071,-0.969590807,11,25,"warping"
"1296",17,0.022738496,0.022348612,-1.744553583,11,30,"warping"
"1297",18,0.024484509,0.023755403,-3.069218528,11,35,"warping"
"1298",19,0.026517406,0.026248363,-1.024989917,11,40,"warping"
"1299",20,0.026594185,0.026925734,1.231347196,11,45,"warping"
"1300",21,0.025703175,0.026509835,3.042871652,11,50,"warping"
"1301",13,0.004646803,0.003257464,-42.65094228,12,5,"warping"
"1302",14,0.013267551,0.008335645,-59.16645721,12,10,"warping"
"1303",15,0.022260069,0.013038692,-70.72317145,12,15,"warping"
"1304",16,0.027115831,0.016045199,-68.99654101,12,20,"warping"
"1305",17,0.028728711,0.018440018,-55.79546212,12,25,"warping"
"1306",18,0.028546633,0.020539444,-38.98445026,12,30,"warping"
"1307",19,0.028772338,0.024050601,-19.63250784,12,35,"warping"
"1308",20,0.026995408,0.025140413,-7.37853845,12,40,"warping"
"1309",21,0.025469402,0.024770588,-2.821143215,12,45,"warping"
"1310",22,0.029063151,0.031398036,7.436405983,12,50,"warping"
"1311",14,0.002654595,0.00337598,21.36815689,13,5,"warping"
"1312",15,0.00720183,0.008813096,18.28262873,13,10,"warping"
"1313",16,0.01123829,0.012458119,9.791437704,13,15,"warping"
"1314",17,0.015311821,0.015551379,1.540429208,13,20,"warping"
"1315",18,0.018497085,0.017537901,-5.469205193,13,25,"warping"
"1316",19,0.024470297,0.022618265,-8.188214436,13,30,"warping"
"1317",20,0.026633556,0.023989397,-11.0221998,13,35,"warping"
"1318",21,0.027086212,0.023968098,-13.00943348,13,40,"warping"
"1319",22,0.031293177,0.030676664,-2.0097126,13,45,"warping"
"1320",23,0.03519839,0.036097198,2.489967651,13,50,"warping"
"1321",15,0.004138282,0.004068845,-1.70654847,14,5,"warping"
"1322",16,0.008537641,0.008247653,-3.516010017,14,10,"warping"
"1323",17,0.014781766,0.01200825,-23.09675022,14,15,"warping"
"1324",18,0.021655931,0.014297794,-51.46344174,14,20,"warping"
"1325",19,0.031893935,0.020965259,-52.12755156,14,25,"warping"
"1326",20,0.038578344,0.023537373,-63.90250263,14,30,"warping"
"1327",21,0.043472633,0.023739072,-83.12692869,14,35,"warping"
"1328",22,0.052756847,0.031029619,-70.02093301,14,40,"warping"
"1329",23,0.060599154,0.036681872,-65.2019117,14,45,"warping"
"1330",24,0.07282194,0.04483058,-62.43809451,14,50,"warping"
"1331",16,0.002682207,0.002937928,8.704144749,15,5,"warping"
"1332",17,0.00672337,0.00711827,5.54770318,15,10,"warping"
"1333",18,0.011078445,0.009927168,-11.59723663,15,15,"warping"
"1334",19,0.018164124,0.017539662,-3.56028917,15,20,"warping"
"1335",20,0.022511502,0.021165622,-6.358802114,15,25,"warping"
"1336",21,0.02633763,0.021751551,-21.08391753,15,30,"warping"
"1337",22,0.034076745,0.030137285,-13.07171563,15,35,"warping"
"1338",23,0.040608353,0.036370638,-11.65147101,15,40,"warping"
"1339",24,0.049192545,0.045522934,-8.061015612,15,45,"warping"
"1340",25,0.051916751,0.046727087,-11.10632732,15,50,"warping"
"1341",17,0.00320458,0.003055431,-4.881424308,16,5,"warping"
"1342",18,0.005779097,0.005923269,2.433991348,16,10,"warping"
"1343",19,0.011928496,0.013576834,12.14080942,16,15,"warping"
"1344",20,0.015181009,0.017682635,14.14736267,16,20,"warping"
"1345",21,0.016708456,0.018530099,9.830722519,16,25,"warping"
"1346",22,0.024519999,0.027388915,10.47473283,16,30,"warping"
"1347",23,0.030265818,0.03380922,10.48058108,16,35,"warping"
"1348",24,0.040569644,0.044490366,8.812518442,16,40,"warping"
"1349",25,0.043178272,0.046270812,6.68356607,16,45,"warping"
"1350",26,0.046338355,0.047758218,2.973021694,16,50,"warping"
"1351",18,0.002423484,0.001943275,-24.71134132,17,5,"warping"
"1352",19,0.007285966,0.009209606,20.8873255,17,10,"warping"
"1353",20,0.010828916,0.014108458,23.24521551,17,15,"warping"
"1354",21,0.011935028,0.015301165,21.99922003,17,20,"warping"
"1355",22,0.018702089,0.02404477,22.21972192,17,25,"warping"
"1356",23,0.023953038,0.03032224,21.00505118,17,30,"warping"
"1357",24,0.03272464,0.041846602,21.79857351,17,35,"warping"
"1358",25,0.034950327,0.044561527,21.56838074,17,40,"warping"
"1359",26,0.037569701,0.046658504,19.47941359,17,45,"warping"
"1360",27,0.037347551,0.047065103,20.6470441,17,50,"warping"
"1361",19,0.005651358,0.006155827,8.194997159,18,5,"warping"
"1362",20,0.009113631,0.011529357,20.95281862,18,10,"warping"
"1363",21,0.010186569,0.012722064,19.92990013,18,15,"warping"
"1364",22,0.017195571,0.022128691,22.2928704,18,20,"warping"
"1365",23,0.022320677,0.028222112,20.91067547,18,25,"warping"
"1366",24,0.032695298,0.040021475,18.30561385,18,30,"warping"
"1367",25,0.035142376,0.043474656,19.16583286,18,35,"warping"
"1368",26,0.0382656,0.046238404,17.24281859,18,40,"warping"
"1369",27,0.03796149,0.046645003,18.61616953,18,45,"warping"
"1370",28,0.042021379,0.050657944,17.04878611,18,50,"warping"
"1371",20,0.003034186,0.003753714,19.16844389,19,5,"warping"
"1372",21,0.006111783,0.005507379,-10.97442843,19,10,"warping"
"1373",22,0.01228306,0.016318156,24.72764805,19,15,"warping"
"1374",23,0.017525063,0.022618409,22.51858882,19,20,"warping"
"1375",24,0.025186036,0.034445319,26.88110701,19,25,"warping"
"1376",25,0.027894756,0.038432672,27.41916048,19,30,"warping"
"1377",26,0.031398907,0.041770584,24.83009776,19,35,"warping"
"1378",27,0.03211805,0.042204532,23.89904978,19,40,"warping"
"1379",28,0.036299227,0.046484718,21.91148241,19,45,"warping"
"1380",29,0.039413545,0.050634256,22.16031605,19,50,"warping"
"1381",21,0.002679548,0.001125817,-138.0090854,20,5,"warping"
"1382",22,0.00756516,0.010338282,26.8238164,20,10,"warping"
"1383",23,0.013065223,0.016947395,22.90719097,20,15,"warping"
"1384",24,0.022174517,0.028826882,23.07694771,20,20,"warping"
"1385",25,0.024293328,0.032785927,25.90318339,20,25,"warping"
"1386",26,0.02667381,0.036532202,26.98548677,20,30,"warping"
"1387",27,0.027651217,0.036931187,25.12773074,20,35,"warping"
"1388",28,0.031799418,0.041565746,23.49609694,20,40,"warping"
"1389",29,0.035691116,0.045886172,22.21814356,20,45,"warping"
"1390",30,0.041893443,0.053946146,22.34210145,20,50,"warping"
"1391",22,0.008877091,0.008587483,-3.372440881,21,5,"warping"
"1392",23,0.014980661,0.015160509,1.186287004,21,10,"warping"
"1393",24,0.027025189,0.027245203,0.807532624,21,15,"warping"
"1394",25,0.031185212,0.031151324,-0.108783326,21,20,"warping"
"1395",26,0.035016781,0.034820766,-0.562925823,21,25,"warping"
"1396",27,0.03521794,0.035193897,-0.068316632,21,30,"warping"
"1397",28,0.039719325,0.039820491,0.254054105,21,35,"warping"
"1398",29,0.043372812,0.044084911,1.615288951,21,40,"warping"
"1399",30,0.051423471,0.05214251,1.378988137,21,45,"warping"
"1400",31,0.057417607,0.059503187,3.504988976,21,50,"warping"
"1401",23,0.004776033,0.003803613,-25.56567861,22,5,"warping"
"1402",24,0.011671547,0.016631722,29.82358515,22,10,"warping"
"1403",25,0.016977411,0.021609786,21.43646949,22,15,"warping"
"1404",26,0.02308027,0.026325688,12.32795033,22,20,"warping"
"1405",27,0.027716156,0.026699611,-3.807341354,22,25,"warping"
"1406",28,0.035124204,0.032124122,-9.339032327,22,30,"warping"
"1407",29,0.044132612,0.03714229,-18.82038484,22,35,"warping"
"1408",30,0.054213698,0.047335403,-14.53097414,22,40,"warping"
"1409",31,0.064492546,0.055351279,-16.51500421,22,45,"warping"
