start_step,end_step,forecast_horizon,forecast_MSE,persistence_MSE,percent_improvement,method
51,58,35,0.084451608,0.119259168,29.1864854,warping
51,59,40,0.092256478,0.129622591,28.82685257,warping
51,60,45,0.10500894,0.144812764,27.48640568,warping
51,61,50,0.113289535,0.156449929,27.58735266,warping
52,53,5,0.020587951,0.021518119,4.3227176,warping
52,54,10,0.041626061,0.046854696,11.15925434,warping
52,55,15,0.067155894,0.054051276,-24.24478987,warping
52,56,20,0.097574048,0.070382564,-38.63383534,warping
52,57,25,0.123353852,0.086422543,-42.73342035,warping
52,58,30,0.144467907,0.101809397,-41.90036577,warping
52,59,35,0.157104049,0.115159335,-36.42319916,warping
52,60,40,0.170358551,0.133509565,-27.60025947,warping
52,61,45,0.177800483,0.148681243,-19.58501254,warping
52,62,50,0.179369916,0.155038365,-15.69388968,warping
53,54,5,0.013001635,0.016284763,20.16073929,warping
53,55,10,0.029513288,0.023434251,-25.94082027,warping
53,56,15,0.042048713,0.040280865,-4.388803627,warping
53,57,20,0.056743691,0.060183839,5.716066012,warping
53,58,25,0.073078307,0.079641131,8.240495594,warping
53,59,30,0.088866294,0.096599739,8.005658344,warping
53,60,35,0.107368391,0.118991815,9.768254857,warping
53,61,40,0.119699056,0.13777009,13.116805,warping
53,62,45,0.129613522,0.144336134,10.2002261,warping
53,63,50,0.144603336,0.148341585,2.520028021,warping
54,55,5,0.014297225,0.004486816,-218.6496696,warping
54,56,10,0.021513356,0.014368048,-49.73054728,warping
54,57,15,0.030249049,0.034426606,12.13467463,warping
54,58,20,0.040905074,0.056476136,27.57104771,warping
54,59,25,0.052057689,0.077159978,32.53278369,warping
54,60,30,0.067274678,0.103086408,34.73952677,warping
54,61,35,0.075587414,0.127379968,40.65988918,warping
54,62,40,0.081925629,0.135156684,39.38470008,warping
54,63,45,0.090447998,0.140126218,35.45248003,warping
54,64,50,0.097145436,0.152270011,36.20185913,warping
55,56,5,0.013903847,0.009865945,-40.92767457,warping
55,57,10,0.029647712,0.027587762,-7.466895698,warping
55,58,15,0.047158627,0.049302018,4.347471005,warping
55,59,20,0.064355439,0.070413539,8.603602235,warping
55,60,25,0.084077227,0.097940702,14.15496808,warping
55,61,30,0.104663968,0.123096575,14.97410219,warping
55,62,35,0.111307424,0.130874125,14.95077932,warping
55,63,40,0.11391857,0.136555171,16.57689077,warping
55,64,45,0.124733362,0.14884259,16.19780205,warping
55,65,50,0.149612117,0.174671399,14.34652849,warping
56,57,5,0.008193127,0.011830881,30.74795073,warping
56,58,10,0.019453533,0.032972325,41.00041969,warping
56,59,15,0.030965237,0.055012657,43.71252289,warping
56,60,20,0.052508667,0.084212272,37.64725095,warping
56,61,25,0.0716205,0.113321506,36.79884513,warping
56,62,30,0.075937347,0.122817909,38.17078705,warping
56,63,35,0.078697372,0.128495434,38.75473292,warping
56,64,40,0.085719207,0.1419025,39.59288487,warping
56,65,45,0.108209973,0.169238006,36.06047745,warping
56,66,50,0.11307641,0.176371696,35.88743953,warping
57,58,5,0.006786157,0.012525911,45.82304949,warping
57,59,10,0.014141243,0.033144177,57.33415472,warping
57,60,15,0.03027814,0.063359041,52.21180771,warping
57,61,20,0.047734442,0.095814317,50.18026191,warping
57,62,25,0.049772367,0.10719361,53.56778517,warping
57,63,30,0.049399401,0.11336706,56.4252608,warping
57,64,35,0.055984339,0.128273716,56.355565,warping
57,65,40,0.083114976,0.159643862,47.93725562,warping
57,66,45,0.092319596,0.167681096,44.94334854,warping
57,67,50,0.094613785,0.174136965,45.66703038,warping
58,59,5,0.006962679,0.012859648,45.85638094,warping
58,60,10,0.022394378,0.042919071,47.82184898,warping
58,61,15,0.039940416,0.078201151,48.92605124,warping
58,62,20,0.043442791,0.091282591,52.4084603,warping
58,63,25,0.042629278,0.097937825,56.47312196,warping
58,64,30,0.049628918,0.114466107,56.64313282,warping
58,65,35,0.080897436,0.15020485,46.14192801,warping
58,66,40,0.091344603,0.160311213,43.02045335,warping
58,67,45,0.095401467,0.166843518,42.81979412,warping
58,68,50,0.103323852,0.171663537,39.81025099,warping
