start_step,end_step,forecast_horizon,forecast_MSE,persistence_MSE,percent_improvement,method
52,53,5,0.020643273,0.021518119,4.065625721,warping
52,54,10,0.04006594,0.046854696,14.48895617,warping
52,55,15,0.064093508,0.054051276,-18.57908439,warping
52,56,20,0.090516384,0.070382564,-28.60626153,warping
52,57,25,0.113549054,0.086422543,-31.38823409,warping
52,58,30,0.130554281,0.101809397,-28.23401828,warping
52,59,35,0.136430398,0.115159335,-18.47098419,warping
52,60,40,0.138513353,0.133509565,-3.747887325,warping
52,61,45,0.136174191,0.148681243,8.411990651,warping
52,62,50,0.137259423,0.155038365,11.46744728,warping
53,54,5,0.014344136,0.016284763,11.91682543,warping
53,55,10,0.030553682,0.023434251,-30.380452,warping
53,56,15,0.042749345,0.040280865,-6.128170517,warping
53,57,20,0.05608109,0.060183839,6.817028732,warping
53,58,25,0.069410873,0.079641131,12.84544507,warping
53,59,30,0.08320959,0.096599739,13.86147571,warping
53,60,35,0.100527177,0.118991815,15.51756967,warping
53,61,40,0.114998671,0.13777009,16.52856465,warping
53,62,45,0.124459439,0.144336134,13.77111508,warping
53,63,50,0.137201581,0.148341585,7.509697789,warping
54,55,5,0.015619427,0.004486816,-248.1182711,warping
54,56,10,0.02410569,0.014368048,-67.77289601,warping
54,57,15,0.034266798,0.034426606,0.464200586,warping
54,58,20,0.04674969,0.056476136,17.22222378,warping
54,59,25,0.060916113,0.077159978,21.05218992,warping
54,60,30,0.078623468,0.103086408,23.73051915,warping
54,61,35,0.092208629,0.127379968,27.61135835,warping
54,62,40,0.1019339,0.135156684,24.58094027,warping
54,63,45,0.107869862,0.140126218,23.01950095,warping
54,64,50,0.111220077,0.152270011,26.95864659,warping
55,56,5,0.01559518,0.009865945,-58.07082017,warping
55,57,10,0.032558565,0.027587762,-18.01814432,warping
55,58,15,0.051786472,0.049302018,-5.039254231,warping
55,59,20,0.071850207,0.070413539,-2.040328142,warping
55,60,25,0.092473306,0.097940702,5.5823534,warping
55,61,30,0.115259833,0.123096575,6.366336849,warping
55,62,35,0.126206091,0.130874125,3.566812606,warping
55,63,40,0.131840271,0.136555171,3.452743686,warping
55,64,45,0.142404965,0.14884259,4.325123247,warping
55,65,50,0.159722404,0.174671399,8.558353018,warping
56,57,5,0.009421424,0.011830881,20.365828,warping
56,58,10,0.020898327,0.032972325,36.61858279,warping
56,59,15,0.032575922,0.055012657,40.78467815,warping
56,60,20,0.054896555,0.084212272,34.81169242,warping
56,61,25,0.075179743,0.113321506,33.65800865,warping
56,62,30,0.080537482,0.122817909,34.42529511,warping
56,63,35,0.084530879,0.128495434,34.21487739,warping
56,64,40,0.093140684,0.1419025,34.36290151,warping
56,65,45,0.116823341,0.169238006,30.97097789,warping
56,66,50,0.123073063,0.176371696,30.21949323,warping
57,58,5,0.007190607,0.012525911,42.59414103,warping
57,59,10,0.014629252,0.033144177,55.86177312,warping
57,60,15,0.030110548,0.063359041,52.47632042,warping
57,61,20,0.048243285,0.095814317,49.64919012,warping
57,62,25,0.051845626,0.10719361,51.63366027,warping
57,63,30,0.053422671,0.11336706,52.87637205,warping
57,64,35,0.061873658,0.128273716,51.76435227,warping
57,65,40,0.089243439,0.159643862,44.09842137,warping
57,66,45,0.099128791,0.167681096,40.88254819,warping
57,67,50,0.1030126,0.174136965,40.84392152,warping
58,59,5,0.007401568,0.012859648,42.44346027,warping
58,60,10,0.021648328,0.042919071,49.56012043,warping
58,61,15,0.037880339,0.078201151,51.56038245,warping
58,62,20,0.041111313,0.091282591,54.96259255,warping
58,63,25,0.040204098,0.097937825,58.94936648,warping
58,64,30,0.047978457,0.114466107,58.08500997,warping
58,65,35,0.076464359,0.15020485,49.09328232,warping
58,66,40,0.087416252,0.160311213,45.470906,warping
58,67,45,0.091612699,0.166843518,45.09064566,warping
58,68,50,0.103373393,0.171663537,39.78139154,warping
